Year,Title,Country,Director,Studio,Animation technique,Notes,Type,Release date,Duration
2015,Animal Kingdom: Let's Go Ape Pourquoi j'ai pas mangé mon père,France Belgium Italy,Jamel Debbouze,"Pathé, Boréales, Kiss Films",CG animation,[ 12 ],,"April 8, 2015",113 minutes
2015,Anomalisa,United States,"Charlie Kaufman , Duke Johnson","Paramount Pictures , Starburns Industries , Snoot Entertainment",Stop-motion,,,"September 4, 2015 ( Telluride Film Festival ) December 30, 2015 (United States)",90 minutes [ 13 ]
2015,The Anthem of the Heart Kokoro ga Sakebitagatterun Da,Japan,Tatsuyuki Nagai,A-1 Pictures,Traditional,[ 14 ],,"September 19, 2015",119 minutes [ 15 ]
2015,April and the Extraordinary World Avril et le monde truqué,France Belgium Canada,"Franck Ekinci , Christian Desmares","Je Suis Bien Content, StudioCanal , Kaibou Production UMT, Need Productions, Arte France Cinéma , Jouror Distribution, RTBF , Proximus , Tchack",Traditional/CG animation,[ 16 ],,"June 15, 2015 ( Annecy ) November 4, 2015 (France and Belgium) [ 17 ] February 19, 2016 (Canada)",106 minutes [ 18 ]
2015,Arpeggio of Blue Steel,Japan,Seiji Kishi,Sanzigen,Traditional,Compilation film [ 19 ],,"January 31, 2015",105 minutes
2015,Arpeggio of Blue Steel -Ars Nova Cadenza-,Japan,Seiji Kishi,Sanzigen,Traditional,[ 19 ],,"October 3, 2015",105 minutes
2015,Attack on Titan Part 2: Wings of Freedom,Japan,Tetsuro Araki,Wit Studio,Traditional,[ 20 ],,"June 27, 2015",119 minutes
2015,Aura Star: Attack of the Temple 奥拉星：进击圣殿,China,Frankie Chung,Pearl River Film Group Guangzhou Baitian Information Technology Toonmax Media Talent Manufacture Meiya Media Hongtu Guanghe Film Investment Fund [ 21 ],CG animation,[ 22 ],,"July 23, 2015",92 minutes
2015,The Autobots 汽车人总动员,China,Jianrong Zhuo,"Bluemtv, G-Point",CG animation,[ 23 ],,"July 4, 2015",85 minutes
2015,El Bandido Cucaracha,Spain,"Juan Alonso, Héctor Pisa",Second Man Productions,Stop motion,[ 24 ],,"December 12, 2015 (Huesca International Film Festival)",74 minutes
2015,Barbie & Her Sisters in The Great Puppy Adventure,United States,Andrew Tan,"Universal Studios , Arc Productions , Rainmaker Studios",CGI animation,,,"October 20, 2015",76 minutes
2015,Barbie in Princess Power,United States,Ezekiel Norton,"Universal Studios , Arc Productions , Rainmaker Studios",CGI animation,,,"March 3, 2015",73 minutes
2015,Barbie in Rock'n Royals,United States,Karen J. Lloyd & Michael Goguen,"Universal Studios , Arc Productions , Rainmaker Studios",CGI animation,,,"September 8, 2015",80 minutes
2015,Batman vs. Robin,United States,Jay Oliva,"Warner Bros. Animation , DC Entertainment",Traditional,,Direct-to-video,"April 7, 2015 (digital) April 14, 2015 (physical)",80 minutes [ 25 ]
2015,Batman Unlimited: Animal Instincts,United States,Butch Lukic,"Warner Bros. Animation , DC Entertainment",Traditional,,Direct-to-video,"May 12, 2015 [ 26 ]",77 minutes
2015,Batman Unlimited: Monster Mayhem,United States,Butch Lukic,"Warner Bros. Animation , DC Entertainment",Traditional,,Direct-to-video,"August 18, 2015 [ 27 ]",81 minutes
2015,Beyond the Boundary: I'll Be Here,Japan,Taichi Ishidate,Kyoto Animation,Traditional,[ 28 ],,"March 14, 2015 (Past) April 25, 2015 (Future)",86 minutes [ 29 ] 89 minutes [ 30 ]
2015,Bicycle Boy,China,Liu Kexin,,CG animation,[ 31 ],,"January 1, 2015",90 minutes
2015,Bilal: A New Breed of Hero,United Arab Emirates,Khurram Alavi,Barajoun Entertainment,CG animation,[ 32 ],,"December 9, 2015 (Dubai Film Festival) September 8, 2016 (Dubai) [ 33 ] February 2, 2018 (United States)",109 minutes
2015,"Birdboy: The Forgotten Children Psiconautas, los niños olvidados",Spain,"Pedro Rivero, Alberto Vázquez",Basque Films,Traditional,[ 34 ],,"September 24, 2015 ( San Sebastian Film Festival )",76 minutes
2015,Blinky Bill the Movie,Australia,Deane Taylor,Flying Bark Productions Telegael Screen Australia Studio 100 Animation Screen NSW Lusomundo StudioCanal,CG animation,[ 35 ],,"September 17, 2015",93 minutes
2015,Bob's Broken Sleigh,Canada,Jay Surridge,"Eh-Okay Entertainment Inc, DHX Media/Vancouver",CG animation,,,"December 1, 2015",46 minutes
2015,Boonie Bears: Mystical Winter 熊出没之雪岭熊风,China,"Ding Liang, Liu Fuyuan","Fantawild Animation, Le Vision Pictures (Tianjin) Co., Pearl River Film Group, Shenzhen Huaqiang Shuzi Dongman",CG animation,[ 36 ],,"January 30, 2015",96 minutes
2015,Boruto: Naruto the Movie,Japan,Hiroyuki Yamashita,Studio Pierrot,Traditional,[ 37 ],,"August 7, 2015",96 minutes
2015,The Boy and the Beast Bakemono no Ko,Japan,Mamoru Hosoda,Studio Chizu,Traditional,[ 38 ],,"July 11, 2015",120 minutes [ 39 ]
2015,Brave Rabbit 2 Crazy Circus 闯堂兔2疯狂马戏团,China,Zeng Xianlin,,CG animation,[ 40 ],,"January 1, 2015",88 minutes
2015,Cafard,France Netherlands Belgium,Jan Bultheel,"Tarantula Belgique, Tondo Films, Topkapi Films [ 41 ]",CG animation,[ 42 ],,"September 23, 2015 (Belgium) December 12, 2015 (France)",92 minutes [ 43 ]
2015,Canine Team Selección Canina,Mexico,Carlos Pimentel Nathan Sifuentes,"Animex Producciones , Nahuala Films",CG animation,,,"April 24, 2015",90 minutes
2015,Capture The Flag Atrapa la Bandera,Spain,Enrique Gato,"Lightbox Entertainment, Telecinco Cinema, Telefónica Studios",CG animation,[ 44 ],,"August 25, 2015",94 minutes [ 45 ]
2015,Caroline and the Magic Potion Brujerías,Spain,Virginia Curiá,"Latido Films, Moonbite Studios, Santisound",CG animation,[ 46 ],,"September 15, 2015",79 minutes
2015,The Case of Hana & Alice,Japan,Shunji Iwai,,Traditional,[ 47 ],,"February 20, 2015",99 minutes
2015,Chibi Maruko-chan: Italia Kara Kita Shōnen,Japan,Jun Takagi [ ja ],Nippon Animation,Traditional,[ 48 ],,"December 23, 2015",94 minutes(or 95 minutes [ 49 ] )
2015,CJ7: Super Q Team 长江7号：超萌特攻队,China,William Kan,Xuelang Dock Media YL Pictures,CG animation,[ 50 ],,"September 26, 2015",80 minutes
2015,Crayon Shin-Chan: My Moving Story! Cactus Large Attack!,Japan,Masakazu Hashimoto,Shin-Ei Animation TV Asahi ADK Futabasha,Traditional,,,"April 18, 2015",104 minutes
2015,El cumpleaños esotérico,Costa Rica,"Guillermo Tovar, Nadia Mendoza",Interdimensional Studio,Flash animation,First Costa Rican animated film.,,"Dec 11, 2015",61 minutes
2015,Curious George 3: Back to the Jungle,United States,Norton Virgien,"Imagine Entertainment , Universal 1440 Entertainment , Tycoon Animation, BV Animation Studio",Traditional,,Direct-to-Video,"June 23, 2015",81 minutes
2015,Date A Live: Mayuri Judgement,Japan,Keitaro Motonaga,Production IMS,Traditional,[ 51 ],,"August 22, 2015",72 minutes [ 52 ]
2015,Detective Conan: Sunflowers of Inferno,Japan,Kobun Shizuno,TMS Entertainment,Traditional,[ 53 ],,"April 18, 2015",112 minutes
2015,Digimon Adventure tri. Reunion,Japan,Keitaro Motonaga,Toei Animation,Traditional,[ 54 ],,"November 21, 2015",86 minutes (Part 1) [ 55 ]
2015,Doraemon: Nobita's Space Hero Record of Space Heroes,Japan,Yoshihiro Osugi,Shin-Ei Animation,Traditional,[ 56 ] [ 57 ],,"March 7, 2015",100 minutes [ 58 ]
2015,Dragon Ball Z: Resurrection 'F',Japan,Tadayoshi Yamamuro,Toei Animation,Traditional,[ 59 ] [ 60 ],,"April 18, 2015 [ 61 ]",94 minutes (theatrical) [ 62 ] [ 63 ]
2015,Eiga Yo-Kai Watch: Enma Daioh to Itsutsu no Monogatari da Nyan!,Japan,"Shigeharu Takahashi [ ja ] , Shinji Ushiro [ ja ]","OLM, Inc.",Traditional,[ 64 ] [ 65 ],,"December 19, 2015",94 minutes
2015,The Empire of Corpses,Japan,Ryoutarou Makihara,Wit Studio,Traditional,[ 66 ],,"October 2, 2015",126 minutes
2015,Enchanted Mirror Romance 魔镜奇缘,China,Chengfeng Zheng,Beijing Fengshang Ruizhi Media Co.,CG animation,[ 67 ],,"September 3, 2015",81 minutes
2015,The Firefox of Bunnington Burrows 兔子镇的火狐狸,China,Ge Shuiying,"Kunshan Zhangpu Haoshanshui Animation Beijing Shuzi Linghai Films Technology Erduosishi Hengqida Media, [ 21 ] Beijing G-POINT Film Culture Media 河南约克动漫影视股份有限公司 维乐享电影文化（北京）有限公司 Aiweixiao Culture Media (Beijing) [ 21 ]",CG animation,[ 68 ],,"October 30, 2015",90 minutes
2015,The Flintstones & WWE: Stone Age SmackDown!,United States,Spike Brandt Tony Cervone,"Warner Bros. Animation , Hanna-Barbera , WWE Studios",Traditional,[ 69 ],Direct-to-video,"March 10, 2015",51 minutes
2015,Fortress Крепость,Russia,Fedor Dmitriev,"CTB Film Company, Melnitsa Animation Studio",Traditional,[ 70 ],,"October 29, 2015",76 minutes
2015,Gekijōban Meiji Tokyo Renka: Yumihari no Serenade,Japan,Hiroshi Watanabe,Studio Deen,Traditional,[ 71 ],,"July 18, 2015",60 minutes
2015,Gekijō-ban PriPara Mi~nna Atsumare! Prism Tours,Japan,Masakazu Hishida,Tatsunoko Production,Traditional,[ 72 ],,"March 7, 2015",90 minutes
2015,Get Squirrely,United States,Ross Venokur,"Viva Pictures, Vanguard Animation",CG animation,[ 73 ],,"June 20, 2015 (Japan) November 4, 2016 (United States)",83 minutes
2015,GG Bond Movie: Ultimate Battle 猪猪侠之终极决战,China,"Jinming Lu, Jinhui Lu",Guangdong Winsing Animation Toonmax Media Pearl River Pictures Guangdong TV Jiajia Cartoon Beijing Dongfang Huamian Film [ 21 ],CG animation,[ 74 ],,"July 10, 2015",90 minutes
2015,Girls und Panzer der Film,Japan,Tsutomu Mizushima,Actas,Traditional,[ 75 ],,"November 20, 2015 (Tokyo) November 21, 2015 (Japan)",120 minutes [ 76 ]
2015,Go! Anpanman: Mija and the Magic Lamp ja:それいけ!アンパンマン ミージャと魔法のランプ,Japan,Hiroyuki Yano,"Anpanman Production Committee, TMS Entertainment",Traditional,,,"July 4, 2015",46 minutes
2015,The Good Dinosaur,United States,Peter Sohn,Pixar,CGI animation,[ 77 ],,"November 10, 2015 ( Paris ) November 25, 2015 (United States)",97 minutes [ 78 ]
2015,Goosebumps (film),United States,Rob Letterman,Sony Pictures Animation,Live-Action-CGI,,,"October 16, 2015",103 minutes
2015,The Grow 2 金箍棒传奇2：沙僧的逆袭,China,Ha Lei,,Traditional,[ 79 ],,"May 29, 2015",91 minutes
2015,Gulu Mermaid,China,Guangfu Yang,,,[ 80 ],,"December 20, 2015",90 minutes
2015,Happy Little Submarine Magic Box of Time 潜艇总动员5：时光宝盒,China,He Zili,,CG animation,[ 81 ],,"May 29, 2015",80 minutes
2015,Happy Panda 2: Panda Hero Legend,China,"Jia Wu, Jiye Tang",Kunshan Feifan Animation Co. Zhejiang Zhongnan Animation Co.,Flash animation,[ 82 ],,"August 15, 2015",81 minutes
2015,Harmony,Japan,"Takashi Nakamura , Michael Arias",Studio 4°C,Traditional,[ 66 ],,"November 13, 2015",119 minutes
2015,Hell and Back,United States,"Tom Gianas, Ross Shuman",ShadowMachine,Stop motion,,,"October 2, 2015",84 minutes
2015,High Speed! Free! Starting Days,Japan,Yasuhiro Takemoto,Kyoto Animation,Traditional,[ 83 ],,"December 5, 2015",110 minutes
2015,Hikawa Maru Monogatari,Japan,Shunji Ōga,Mushi Production,Traditional / CG animation,[ 84 ],,"August 22, 2015",90 minutes
2015,Home,United States,Tim Johnson,DreamWorks Animation,CGI animation,[ 85 ],,"March 7, 2015 ( BIFF ) March 27, 2015 (United States)",94 minutes [ 86 ]
2015,Hotel Transylvania 2,United States,Genndy Tartakovsky,Sony Pictures Animation,CGI animation,[ 87 ] [ 88 ],,"September 25, 2015",89 minutes [ 89 ]
2015,"Huevos: Little Rooster's Egg-cellent Adventure , Un gallo con muchos huevos",Mexico,Gabriel Riva Palacio,Huevocartoon Producciones,CG Animation,,,"August 20, 2015",98 minutes
2015,Inside Out,United States,"Pete Docter , Ronnie del Carmen",Pixar,CGI animation,[ 77 ],,"May 18, 2015 ( Cannes ) June 19, 2015 (United States)",95 minutes
2015,Justice League: Gods and Monsters,United States,Sam Liu,"Warner Bros. Animation , DC Entertainment",Traditional,[ 90 ],Direct-to-Video,"July 21, 2015 (Digital) July 28, 2015 (Physical)",76 minutes
2015,Justice League: Throne of Atlantis,United States,Ethan Spaulding,"Warner Bros. Animation , DC Entertainment",Traditional,,Direct-to-Video,"January 13, 2015 (Digital) January 27, 2015 (United States)",72 minutes
2015,Khun Tong Daeng: The Inspirations,Thailand,Nitipat Somsaman Phanlop Sincharoen Saksiri Koshpasharin,Dr.Head Imagimax Studio The Monk Studios Workpoint Picture,CG animation,,,"December 6, 2015",101 minutes
2015,The King of Tibetan Antelope,China,Yujun Liu,Shenzhen Tianyuxing Entertainment,Flash animation,[ 91 ],,"November 20, 2015",83 minutes
2015,Knights of Sidonia,Japan,Kōbun Shizuno,Polygon Pictures,Traditional,,,"March 6, 2015",134 minutes
2015,Kōkaku Kidōtai Shin Gekijōban,Japan,Kazuya Nomura,Production I.G,Traditional,[ 92 ] [ 93 ],,"June 20, 2015 [ 94 ]",100 minutes
2015,Kung Fu Style,China,Xu Kerr,Shanghai Hippo Animation Co.,CG animation,[ 95 ],,"April 10, 2015",90 minutes
2015,Kuru Kuru and Friends: The Secrets of the Rainbow Tree 꾸루꾸루와 친구들:무지개 나무의 비밀,South Korea,Jisoo Han Moon Jae-dea,Ffango Entertoyment,Stop Motion,[ citation needed ],,"November 11, 2015",74 minutes
2015,Kwai Boo 桂宝之爆笑闯宇宙,China,Yunfei Wang,Beijing Juhe Yinglian Media Beijing Motianlun Media [ 21 ],CG animation,[ 96 ],,"August 6, 2015",95 minutes
2015,Last Prince of Atlantis Последний человек Атлантиды,Russia,Vladlen Barbe,InlayFilm,CG animation,[ 97 ],,2015,84 minutes
2015,LeapFrog Letter Factory Adventures: Amazing Word Explorers,United States,Craig George,,CG animation,,Direct-to-Video,"March 3, 2015",38 minutes
2015,LeapFrog Letter Factory Adventures: The Great Shape Mystery,United States,Craig George,,CG animation,,Direct-to-Video,"September 8, 2015",37 minutes
2015,Legend of a Rabbit: The Martial of Fire 兔侠之青黎传说,China,"Ma Yuan, Dong Dake","TianJin BeiFang Film Group Co., LTD Beijing Century Butterfly Animation Production Co., Ltd Beijing Luyi Jiuying Pictures Media Co., Ltd China Beijing Television Station Toonmax Media Co., Ltd Tianjin Radio and television Beijing Wanzhong Canlan Entertainment Co., Ltd Beijing Xinghe Lianmeng Entertainment Co., Ltd YL Pictures American Aurora Pictures International Ltd",CG animation,[ 98 ],,"February 21, 2015",90 minutes
2015,Legend of the Moles – The Magic Train Adventure 摩尔庄园3：魔幻列车大冒险,China,Li Tingting,"Shanghai Taomee Network & Technology Co., Ltd. China Film Group Corporation Beijing KAKU Cartoon Satellite TV Hunan TV Aniworld Satellite TV",Traditional,[ 99 ],,"February 5, 2015",86 minutes
2015,Lego DC Comics Super Heroes: Justice League – Attack of the Legion of Doom,United States,Rick Morales,"Warner Bros. Animation , DC Entertainment , The Lego Group",CG animation,[ 100 ],Direct-to-Video,"August 25, 2015",72 minutes [ 101 ]
2015,Lego DC Comics Super Heroes: Justice League vs. Bizarro League,United States,Brandon Vietti,"Warner Bros. Animation , DC Entertainment , The Lego Group",CG animation,,Direct-to-Video,"February 10, 2015",49 minutes
2015,Little from the Fish Shop Malá z rybárny,Czech Republic France Slovakia,Jan Balej,Miracle Film,Stop motion,[ 102 ],,"May 28, 2015",75 minutes
2015,The Little Man Malý pán,Czech Republic Slovakia,Radek Beran,Bedna Films Czech Television Fantomas Production [ 103 ],Puppetry,,,"April 30, 2015",83 minutes
2015,The Little Mermaid: Attack of the Pirates 美人鱼之海盗来袭,China,Adam Qiu,Fu Jian Heng ye Film Distribution CO. Gold Valley Films,CG animation,[ 104 ],,"July 31, 2015",77 minutes
2015,The Little Prince Le Petit Prince,France Italy,Mark Osborne,"Onyx Films, Orange Studio, LPPTV, ON Animation Studios",Stop motion / CG animation,[ 105 ],,"May 22, 2015 ( Cannes Film Festival ) [ 106 ] July 29, 2015 (France) [ 107 ]",108 minutes [ 108 ]
2015,LokalFilmis,Slovakia,Jakub Kroner,Lokal TV Inout Studio,2D CGI cutout,,,"June 13, 2015",78 minutes
2015,Long Way North Tout en haut du monde,France Denmark,Rémi Chayé,"Sacrebleu Productions, Maybe Movies, Noerlum Studios, 2 Minutes Animation",Traditional & CG animation,[ 109 ],,"June 16, 2015 ( Annecy ) January 27, 2016 (France)",80 minutes
2015,Looney Tunes: Rabbits Run,United States,Jeff Siergey,Warner Bros. Animation,Traditional,,Direct-to-Video,"July 7, 2015 (Walmart/ Vudu ) August 4, 2015 (General)",75 minutes [ 110 ]
2015,Louis and Luca – The Big Cheese Race Solan og Ludvig – Herfra til Flåklypa,Norway,Rasmus A. Sivertsen,"Qvisten Animation , Maipo Film , Kari and Kjell Aukrust's Foundation",Stop motion,[ 111 ],,"December 25, 2015",78 minutes
2015,Love Live! The School Idol Movie,Japan,Takahiko Kyōgoku,Sunrise,Traditional,[ 112 ],,"June 13, 2015",99 minutes [ 113 ]
2015,The Magic Mountain,Romania France Poland,Anca Damian,"Aparte Film, Arizona Productions, Filmograf",Mixed,[ 114 ],,"June 17, 2015 ( Annecy ) October 9, 2015 (Romania) December 23, 2015 (France)",89 minutes
2015,Minions,United States,"Pierre Coffin , Kyle Balda",Illumination Entertainment,CGI animation,[ 115 ],,"June 11, 2015 ( Odeon Leicester Square ) July 10, 2015 (United States)",91 minutes [ 116 ]
2015,Miss Hokusai 百日紅,Japan,Keiichi Hara,Production I.G,Traditional,[ 117 ],,"May 9, 2015",90 minutes
2015,Monkey King: Hero Is Back 西游记之大圣归来,China,Xiaopeng Tian,"Beijing Weiyingshidai Culture & Media, Hengdian Chinese Film Production Co., October Media, S&C Pictures",CG animation,[ 118 ],,"July 10, 2015",90 minutes
2015,Morengen Bear vs Man,China,Jianjun Ma Pengcheng Wang,,Traditional,[ 119 ],,2015,
2015,Mr. Black: Green Star 黑猫警长之翡翠之星,China,"Shengjun Yu, Xuegang Shi, Song Qing, Yi Shi",Shanghai Film Group Shanghai Animation Film Studio Fengwei (Shanghai) Entertainment Beijing Weiying Shidai Technology [ 21 ],Traditional,[ 120 ],,"August 7, 2015",83 minutes
2015,My Little Pony: Equestria Girls – Friendship Games,United States Canada,Ishi Rudell,"Hasbro Studios , DHX Media",Flash animation,[ 121 ],,"September 17, 2015 ( Angelika Film Center ) September 26, 2015 ( Discovery Family and Family Channel )",72 minutes (DVD/Blu-ray) [ 122 ]
2015,The Nutcracker Sweet,Peru,Eduardo Schuldt,Aronnax Animation Studios,CG animation,[ 123 ],,"June 3, 2015",80 minutes
2015,Ooops! Noah Is Gone... Oops! Die Arche ist weg...,Germany Belgium Luxembourg Ireland,"Toby Genkel, Sean McCormack",Ulysses Filmproduktion Fabrique d'Images Skyline Entertainment Moetion Films Studio Rakete The Picture Factory Grid Animation,CG animation,[ 124 ],,"February 26, 2015 (Luxembourg City Film Festival) May 1, 2015 (Ireland) July 17, 2015 (United States) July 30, 2015 (Germany)",87 minutes
2015,Open Season: Scared Silly,United States,David Feiss,"Sony Pictures Animation , Rainmaker Entertainment",CGI animation,[ 125 ],Direct-to-Video,"December 18, 2015 (Turkey) March 8, 2016 ( United States )",85 minutes
2015,The Peanuts Movie,United States,Steve Martino,"20th Century Fox , 20th Century Fox Animation , Blue Sky Studios",CGI animation,[ 126 ] [ 127 ],,"November 1, 2015 (New York City premiere) November 6, 2015 (United States)",88 minutes [ 128 ]
2015,Peppa Pig: The Golden Boots,United Kingdom,"Neville Astley, Mark Baker",Entertainment One,Flash animation,[ 129 ],Television film,"February 14, 2015",15 minutes
2015,"Persona 3 The Movie: No. 3, Falling Down",Japan,Keitaro Motonaga,A-1 Pictures,Traditional,,,"April 4, 2015",87 minutes
2015,Phantom Boy,France Belgium,"Alain Gagnol, Jean-Loup Felicioli",Folimage,Traditional,[ 130 ],,"September 12, 2015 ( TIFF ) October 14, 2015 (France)",84 minutes [ 131 ]
2015,Pirate's Passage,Canada,"Mike Barth, Jamie Gallant","Martin's River Ink, PiP Animation Services , Tandem Communications",Flash animation,,Television film,"January 4, 2015",88 minutes
2015,Pixels (2015 film),United States China,Chris Columbus,Columbia Pictures,Live-Action-CGI,,,"July 24, 2015",106 minutes
2015,Pixies,Canada,Sean Patrick O'Reilly,Arcana Studio,CG Animation,,,"June 5, 2015",78 minutes
2015,Pleasant Goat and Big Big Wolf – Amazing Pleasant Goat 喜羊羊与灰太狼之羊年喜羊羊,China,Huang Weiming,Shanghai Film Group Alpha Pictures Investment (Beijing) Creative Power Entertaining Beijing TV Kaku Kids Channel Jiangsu Youman Cartoon TV Guangdong Jia-jia Cartoon Channel Beijing Guolong Film Distributors,Traditional,[ 132 ],,"January 31, 2015",86 minutes
2015,Pokémon the Movie: Hoopa and the Clash of Ages,Japan,Kunihiko Yuyama,"OLM, Inc. , Shogakukan-Shueisha Productions",CGI animation,[ 133 ],,"July 18, 2015",78 minutes
2015,Polar Adventure 极地大反攻,China,Fang Qiao,Su Zhou Ou Rui Dong Man [ 21 ] Beijing G-POINT Film Culture Media [ 21 ],CG animation,[ 134 ],,"October 1, 2015",94 minutes
2015,Pororo 3: Cyber Space Adventure 뽀로로 극장판3 : 컴퓨터왕국대모험,South Korea,Chanwook Park Young Kyun Park,Korea Creative Content Agency Korean Film Council Korean Small and Medium Business Administration Ocon Studios SK Broadband Winner Cultural Media,CG animation,[ 135 ],,"December 13, 2015",90 minutes
2015,PreCure All Stars: Spring Carnival,Japan,Junji Shimizu,Toei Animation,Traditional,[ 136 ],,"March 14, 2015",74 minutes
2015,Princess of Rome,Iran,Hadi Muhammadian,HonarPooya Group,CG animation,[ 137 ] [ 138 ] [ 139 ],,"February 1, 2015 ( Fajr International Film Festival ) October 4, 2015 (Iran)",75 minutes
2015,Psycho-Pass: The Movie,Japan,Naoyoshi Shiotani,Production I.G,Traditional,,,"January 9, 2015",113 minutes
2015,Rabbit Hero,China,Fu Yan,,,[ 140 ],,"May 30, 2015",80 minutes
2015,Raven the Little Rascal – The Big Race Der kleine Rabe Socke 2,Germany,"Ute von Münchow-Pohl [ fr ] , Sandor Jesse",Studio 88,Traditional,,,"August 20, 2015",73 minutes
2015,Regular Show: The Movie,United States,J. G. Quintel,Cartoon Network Studios,Traditional,,Television film,"August 14, 2015 ( The Downtown Independent ) September 1, 2015 (digital release) October 13, 2015 (DVD) November 25, 2015 (TV)",68 minutes
2015,Reveries of a Solitary Walker,Italy,Paolo Gaudio,Smart Brands,Claymation,,,"November 1, 2014 (Samain du Cinéma Fantastique) [ 141 ] [ 142 ] November 26, 2015 (Italy)",87 minutes
2015,Roco Kingdom 4 洛克王国4：出发！巨人谷,China,"Hugues Martel, Dongbiao Cao",Tencent Pictures Jiangsu Youman Cartoon TV Beijing Enlight Pictures More Fun Studio Wepiao [ 21 ] Dianping.com [ 21 ],Traditional,[ 143 ],,"August 13, 2015",83 minutes
2015,Scooby-Doo! and Kiss: Rock and Roll Mystery,United States,Spike Brandt Tony Cervone,"Warner Bros. Animation , Hanna-Barbera",Traditional,[ 144 ],Direct-to-Video,"July 10, 2015 (Digital) July 21, 2015 (DVD and Blu-ray)",79 minutes
2015,Scooby-Doo! Moon Monster Madness,United States,Paul McEvoy,"Warner Bros. Animation , Hanna-Barbera",Traditional,[ 145 ],Direct-to-Video,"February 3, 2015 (Digital) February 17, 2015 (DVD)",80 minutes [ 146 ]
2015,The Secret of Olentzero and Amila Olentzero eta Amilaren sekretua,Spain,Gorka Vázquez,Baleuko S.L. Draftoon Talape,CG animation,,,"December 4, 2015",59 minutes
2015,Seer Movie 5: Rise of Thunder 赛尔号大电影5：雷神崛起,China,Zhangjun Wang,Shanghai Taomi Animation Beijing Enlight Media Beijing Iqiyi Beijing KAKU Cartoon Satellite TV [ 21 ],CG animation,[ 147 ],,"July 23, 2015",90 minutes
2015,Sergiy Radonezhsky. The Legend of Miracle Worker Наследники,Russia,Vladimir Khotinenko,Da-Studio,Traditional,[ 148 ],,"October 22, 2015",
2015,Shaun the Sheep Movie,United Kingdom,"Richard Starzak , Mark Burton","Aardman Animations , StudioCanal",Stop motion,[ 149 ],,"January 24, 2015 ( Sundance ) [ 150 ] February 6, 2015 (United Kingdom) [ 151 ]",85 minutes [ 152 ]
2015,Shimajiro and the Mother Tree,Japan,Isamu Hirabayashi,"Benesse, The Answer Studio","Live Action, Traditional",[ 153 ],,"January 1, 2015",61 minutes
2015,Sinbad: Sora Tobu Hime to Himitsu no Shima,Japan,Shinpei Miyashita,"Nippon Animation , Shirogumi",Traditional,[ 154 ],,"July 4, 2015",50 minutes [ 155 ]
2015,Snow White: The Mysterious Father 白雪公主之神秘爸爸,China,Ben Zhao,,CG animation,[ 156 ],,"August 14, 2015",78 minutes
2015,Snowtime! La Guerre des tuques 3D,Canada,Jean-François Pouliot,CarpeDiem Film & TV,CG animation,[ 157 ],,"November 13, 2015",82 minutes
